retinal_trait	disease	direction	evidence_status	n_iv_final	p	q_amendment004_global	analysis_status
ret_gcipl_left	sys_ad_kunkle2019	ret_gcipl_left_to_sys_ad_kunkle2019	NULL	30	0.1213063660205424	0.9627805128788594	ANALYSED_AMENDMENT004
ret_gcipl_left	sys_ad_kunkle2019	sys_ad_kunkle2019_to_ret_gcipl_left	NULL	18	0.8123391802135681	0.9627805128788594	ANALYSED_AMENDMENT004
ret_gcipl_left	sys_pd_nalls2019_clinical	ret_gcipl_left_to_sys_pd_nalls2019_clinical	NULL	26	0.5611883746292661	0.9627805128788594	ANALYSED_AMENDMENT004
ret_gcipl_left	sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_gcipl_left	NULL	10	0.8380542842933781	0.9627805128788594	ANALYSED_AMENDMENT004
ret_gcipl_left	sys_sle_bentham2015	ret_gcipl_left_to_sys_sle_bentham2015	NULL	27	0.1410815365148154	0.9627805128788594	ANALYSED_AMENDMENT004
ret_gcipl_left	sys_sle_bentham2015	sys_sle_bentham2015_to_ret_gcipl_left	NULL	28	0.8359002119391328	0.9627805128788594	ANALYSED_AMENDMENT004
ret_gcipl_left	sys_ibd_delange2017	ret_gcipl_left_to_sys_ibd_delange2017	NULL	21	0.8804698041621738	0.9627805128788594	ANALYSED_AMENDMENT004
ret_gcipl_left	sys_ibd_delange2017	sys_ibd_delange2017_to_ret_gcipl_left	NULL	90	0.6270881534993726	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_cad_nikpay2015	ret_inl_left_to_sys_cad_nikpay2015	NULL	59	0.2423042474747994	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_inl_left	NULL	30	0.4754602812637374	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_stroke_megastroke2018	ret_inl_left_to_sys_stroke_megastroke2018	NULL	60	0.2536831111268486	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_inl_left	NULL	7	0.9293396157934808	0.9630914594678393	ANALYSED_AMENDMENT004
ret_inl_left	sys_t2d_scott2017	ret_inl_left_to_sys_t2d_scott2017	NULL	54	0.7288209128749497	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_t2d_scott2017	sys_t2d_scott2017_to_ret_inl_left	NULL	28	0.0629083646721122	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_ckd_wuttke2019	ret_inl_left_to_sys_ckd_wuttke2019	SUGGESTIVE	59	0.0243145556285974	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_ckd_wuttke2019	sys_ckd_wuttke2019_to_ret_inl_left	NULL	16	0.7929450480693143	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_ad_kunkle2019	ret_inl_left_to_sys_ad_kunkle2019	NULL	60	0.5797659849984251	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_ad_kunkle2019	sys_ad_kunkle2019_to_ret_inl_left	NULL	18	0.0669660965612338	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_pd_nalls2019_clinical	ret_inl_left_to_sys_pd_nalls2019_clinical	NULL	57	0.3766480287940957	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_inl_left	NULL	10	0.5044858440232549	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_sle_bentham2015	ret_inl_left_to_sys_sle_bentham2015	NULL	54	0.4393229252206502	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_sle_bentham2015	sys_sle_bentham2015_to_ret_inl_left	NULL	28	0.625693123158878	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_ibd_delange2017	ret_inl_left_to_sys_ibd_delange2017	NULL	49	0.4296150506955559	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_left	sys_ibd_delange2017	sys_ibd_delange2017_to_ret_inl_left	NULL	90	0.197350435546883	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_cad_nikpay2015	ret_inl_elm_left_to_sys_cad_nikpay2015	NULL	77	0.2782965562851692	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_inl_elm_left	NULL	30	0.7257890023481169	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_stroke_megastroke2018	ret_inl_elm_left_to_sys_stroke_megastroke2018	NULL	76	0.6407664786338396	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_inl_elm_left	NULL	7	0.0779866111798644	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_t2d_scott2017	ret_inl_elm_left_to_sys_t2d_scott2017	NULL	68	0.5133320622666524	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_t2d_scott2017	sys_t2d_scott2017_to_ret_inl_elm_left	NULL	28	0.2818218217187115	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_ckd_wuttke2019	ret_inl_elm_left_to_sys_ckd_wuttke2019	NULL	76	0.4097800168433843	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_ckd_wuttke2019	sys_ckd_wuttke2019_to_ret_inl_elm_left	NULL	16	0.4150193571216585	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_ad_kunkle2019	ret_inl_elm_left_to_sys_ad_kunkle2019	NULL	78	0.957543788997779	0.967740854220672	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_ad_kunkle2019	sys_ad_kunkle2019_to_ret_inl_elm_left	NULL	18	0.4549537168625256	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_pd_nalls2019_clinical	ret_inl_elm_left_to_sys_pd_nalls2019_clinical	NULL	73	0.5514364433684387	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_inl_elm_left	NULL	10	0.3515287887692002	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_sle_bentham2015	ret_inl_elm_left_to_sys_sle_bentham2015	NULL	64	0.6451241080401098	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_sle_bentham2015	sys_sle_bentham2015_to_ret_inl_elm_left	NULL	28	0.1775473009685095	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_ibd_delange2017	ret_inl_elm_left_to_sys_ibd_delange2017	NULL	60	0.8994488069029766	0.9627805128788594	ANALYSED_AMENDMENT004
ret_inl_elm_left	sys_ibd_delange2017	sys_ibd_delange2017_to_ret_inl_elm_left	NULL	90	0.7416860511671937	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_cad_nikpay2015	ret_elm_isos_left_to_sys_cad_nikpay2015	NULL	20	0.3157298948143756	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_elm_isos_left	NULL	30	0.3053615761780107	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_stroke_megastroke2018	ret_elm_isos_left_to_sys_stroke_megastroke2018	NULL	20	0.7893963927743513	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_elm_isos_left	NULL	7	0.9251314148997856	0.9630914594678393	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_t2d_scott2017	ret_elm_isos_left_to_sys_t2d_scott2017	NULL	19	0.9112029854032062	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_t2d_scott2017	sys_t2d_scott2017_to_ret_elm_isos_left	NULL	28	0.1280760328352566	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_ckd_wuttke2019	ret_elm_isos_left_to_sys_ckd_wuttke2019	NULL	19	0.6074657127341292	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_ckd_wuttke2019	sys_ckd_wuttke2019_to_ret_elm_isos_left	NULL	16	0.8958672464575683	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_ad_kunkle2019	ret_elm_isos_left_to_sys_ad_kunkle2019	NULL	20	0.9690203211751344	0.9690203211751344	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_ad_kunkle2019	sys_ad_kunkle2019_to_ret_elm_isos_left	NULL	18	0.9037937162869244	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_pd_nalls2019_clinical	ret_elm_isos_left_to_sys_pd_nalls2019_clinical	NULL	17	0.1284047702639818	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_elm_isos_left	NULL	10	0.5853050646368629	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_sle_bentham2015	ret_elm_isos_left_to_sys_sle_bentham2015	NULL	17	0.7668616040619318	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_sle_bentham2015	sys_sle_bentham2015_to_ret_elm_isos_left	NULL	28	0.6733729876308752	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_ibd_delange2017	ret_elm_isos_left_to_sys_ibd_delange2017	NULL	16	0.8596530228106299	0.9627805128788594	ANALYSED_AMENDMENT004
ret_elm_isos_left	sys_ibd_delange2017	sys_ibd_delange2017_to_ret_elm_isos_left	NULL	90	0.8124831605082514	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_cad_nikpay2015	ret_isos_rpe_left_to_sys_cad_nikpay2015	NULL	48	0.7626858255175469	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_isos_rpe_left	NULL	30	0.6138639493931317	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_stroke_megastroke2018	ret_isos_rpe_left_to_sys_stroke_megastroke2018	NULL	46	0.5403342499213868	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_isos_rpe_left	NULL	7	0.5367179307929619	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_t2d_scott2017	ret_isos_rpe_left_to_sys_t2d_scott2017	NULL	43	0.1939959510837836	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_t2d_scott2017	sys_t2d_scott2017_to_ret_isos_rpe_left	NULL	28	0.2806847472257688	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_ckd_wuttke2019	ret_isos_rpe_left_to_sys_ckd_wuttke2019	NULL	48	0.7546558183248803	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_ckd_wuttke2019	sys_ckd_wuttke2019_to_ret_isos_rpe_left	NULL	16	0.1279110807248054	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_ad_kunkle2019	ret_isos_rpe_left_to_sys_ad_kunkle2019	NULL	48	0.937294366803522	0.9630914594678393	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_ad_kunkle2019	sys_ad_kunkle2019_to_ret_isos_rpe_left	NULL	18	0.1755682195494178	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_pd_nalls2019_clinical	ret_isos_rpe_left_to_sys_pd_nalls2019_clinical	NULL	46	0.3132645008976458	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_isos_rpe_left	NULL	10	0.4245691180702797	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_sle_bentham2015	ret_isos_rpe_left_to_sys_sle_bentham2015	NULL	40	0.6926894103166725	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_sle_bentham2015	sys_sle_bentham2015_to_ret_isos_rpe_left	NULL	28	0.6925231695255412	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_ibd_delange2017	ret_isos_rpe_left_to_sys_ibd_delange2017	NULL	42	0.3915787393533241	0.9627805128788594	ANALYSED_AMENDMENT004
ret_isos_rpe_left	sys_ibd_delange2017	sys_ibd_delange2017_to_ret_isos_rpe_left	NULL	90	0.7898602788615413	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_cad_nikpay2015	ret_macular_total_left_to_sys_cad_nikpay2015	NULL	61	0.959100310879416	0.967740854220672	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_macular_total_left	NULL	30	0.8558013927513992	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_stroke_megastroke2018	ret_macular_total_left_to_sys_stroke_megastroke2018	NULL	60	0.6490738899262405	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_macular_total_left	SUGGESTIVE	7	0.0157773531035497	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_t2d_scott2017	ret_macular_total_left_to_sys_t2d_scott2017	NULL	56	0.4952993298840614	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_t2d_scott2017	sys_t2d_scott2017_to_ret_macular_total_left	NULL	28	0.1644587669632718	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_ckd_wuttke2019	ret_macular_total_left_to_sys_ckd_wuttke2019	NULL	54	0.1308658384153887	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_ckd_wuttke2019	sys_ckd_wuttke2019_to_ret_macular_total_left	NULL	16	0.6770503682185931	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_ad_kunkle2019	ret_macular_total_left_to_sys_ad_kunkle2019	NULL	60	0.8189222580701451	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_ad_kunkle2019	sys_ad_kunkle2019_to_ret_macular_total_left	NULL	18	0.5060859880976556	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_pd_nalls2019_clinical	ret_macular_total_left_to_sys_pd_nalls2019_clinical	NULL	53	0.2261619229454954	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_macular_total_left	NULL	10	0.372084237363496	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_sle_bentham2015	ret_macular_total_left_to_sys_sle_bentham2015	NULL	52	0.2075949191913206	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_sle_bentham2015	sys_sle_bentham2015_to_ret_macular_total_left	NULL	28	0.8554661468263353	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_ibd_delange2017	ret_macular_total_left_to_sys_ibd_delange2017	NULL	44	0.8166023213045012	0.9627805128788594	ANALYSED_AMENDMENT004
ret_macular_total_left	sys_ibd_delange2017	sys_ibd_delange2017_to_ret_macular_total_left	NULL	90	0.8630577323392445	0.9627805128788594	ANALYSED_AMENDMENT004
ret_art_tort	sys_cad_nikpay2015	ret_art_tort_to_sys_cad_nikpay2015	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_art_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_stroke_megastroke2018	ret_art_tort_to_sys_stroke_megastroke2018	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_art_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_t2d_scott2017	ret_art_tort_to_sys_t2d_scott2017	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_t2d_scott2017	sys_t2d_scott2017_to_ret_art_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_ckd_wuttke2019	ret_art_tort_to_sys_ckd_wuttke2019	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_ckd_wuttke2019	sys_ckd_wuttke2019_to_ret_art_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_ad_kunkle2019	ret_art_tort_to_sys_ad_kunkle2019	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_ad_kunkle2019	sys_ad_kunkle2019_to_ret_art_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_pd_nalls2019_clinical	ret_art_tort_to_sys_pd_nalls2019_clinical	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_art_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_sle_bentham2015	ret_art_tort_to_sys_sle_bentham2015	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_sle_bentham2015	sys_sle_bentham2015_to_ret_art_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_ibd_delange2017	ret_art_tort_to_sys_ibd_delange2017	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_art_tort	sys_ibd_delange2017	sys_ibd_delange2017_to_ret_art_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_cad_nikpay2015	ret_ven_tort_to_sys_cad_nikpay2015	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_ven_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_stroke_megastroke2018	ret_ven_tort_to_sys_stroke_megastroke2018	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_ven_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_t2d_scott2017	ret_ven_tort_to_sys_t2d_scott2017	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_t2d_scott2017	sys_t2d_scott2017_to_ret_ven_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_ckd_wuttke2019	ret_ven_tort_to_sys_ckd_wuttke2019	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_ckd_wuttke2019	sys_ckd_wuttke2019_to_ret_ven_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_ad_kunkle2019	ret_ven_tort_to_sys_ad_kunkle2019	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_ad_kunkle2019	sys_ad_kunkle2019_to_ret_ven_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_pd_nalls2019_clinical	ret_ven_tort_to_sys_pd_nalls2019_clinical	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_ven_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_sle_bentham2015	ret_ven_tort_to_sys_sle_bentham2015	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_sle_bentham2015	sys_sle_bentham2015_to_ret_ven_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_ibd_delange2017	ret_ven_tort_to_sys_ibd_delange2017	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_ven_tort	sys_ibd_delange2017	sys_ibd_delange2017_to_ret_ven_tort	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_crae	sys_cad_nikpay2015	ret_crae_to_sys_cad_nikpay2015	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_crae	sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_crae	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_crae	sys_stroke_megastroke2018	ret_crae_to_sys_stroke_megastroke2018	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_crae	sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_crae	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_crae	sys_t2d_scott2017	ret_crae_to_sys_t2d_scott2017	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_crae	sys_t2d_scott2017	sys_t2d_scott2017_to_ret_crae	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
ret_crae	sys_ckd_wuttke2019	ret_crae_to_sys_ckd_wuttke2019	NOT_ANALYSED_FREQUENCY_SEMANTICS_UNRESOLVED	NA	NA	NA	NOT_ANALYSED
