retinal_trait	retinal_domain	systemic_disease	direction	exposure	outcome	n_iv_initial	n_iv_matched	n_iv_final	mean_F	min_F	method	beta	se	ci_low	ci_high	OR	p	q_global_directional	q_direction_specific	heterogeneity_Q	heterogeneity_p	egger_intercept	egger_p	steiger_direction	steiger_p	variance_explained_exposure	variance_explained_outcome	presso_status	loo_status	weighted_median	weighted_mode	egger_beta	weighted_median_p	weighted_mode_p	harmonisation_initial_iv	harmonisation_matched_iv	harmonisation_final_iv	qc_flag	evidence_status	binary_exposure	binary_outcome	steiger_assumption	loo_beta_min	loo_beta_max	pair_key
ret_rnfl_left	neuroretina	sys_pd_nalls2019_clinical	ret_rnfl_left_to_sys_pd_nalls2019_clinical	ret_rnfl_left	sys_pd_nalls2019_clinical	17	15	15	62.15014204048868	31.51634715346074	IVW_random_effects	-0.151619061321331	0.1163988144851133	-0.3797565455553059	0.07651842291264396	0.8593155649354276	0.19271732800587993	0.9821744431820366	0.19271732800587993	10.821443448910701	0.7000026685266744	-0.0023415526243229135	0.7178808701597661	True	2.2843558511487963e-24	0.016939884680085393	0.002968834372269485	COMPUTED_NO_OUTLIER	COMPUTED	-0.2201541309444497	-0.22154356549320475	-0.1612268851051441	0.058573932992915016	0.05699950413405993	17	15	15	MISSING_OUTCOME_VARIANTS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.17876763828520384	-0.07002058810851092	ret_rnfl_left__sys_pd_nalls2019_clinical
ret_rnfl_left	neuroretina	sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_rnfl_left	sys_pd_nalls2019_clinical	ret_rnfl_left	15	10	9	50.47042387505873	30.052886259040108	IVW_random_effects	-0.02232274982665011	0.018495285646732695	-0.05857284357802579	0.013927343924725579	NA	0.22745421528934906	0.9821744431820366	0.22745421528934906	12.913155221583622	0.11487280340207251	-0.003065180944519807	0.36564326746476083	True	0.0	0.11594172021101959	0.00037411863217485137	COMPUTED_NO_OUTLIER	COMPUTED	-0.02714548343168407	-0.021216564888871414	-0.027154067434900692	0.050272172960123714	0.12600009751983746	15	10	9	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.03179734748990083	-0.013106985106077775	ret_rnfl_left__sys_pd_nalls2019_clinical
ret_rnfl_left	neuroretina	sys_sle_bentham2015	ret_rnfl_left_to_sys_sle_bentham2015	ret_rnfl_left	sys_sle_bentham2015	17	15	15	62.15014204048868	31.51634715346074	IVW_random_effects	0.11375763978005103	0.2232407635558066	-0.3237862166705397	0.5513014962306417	1.1204805320656348	0.6103500969105823	0.9821744431820366	0.6103500969105823	28.128151701547115	0.013680811911160884	-0.010411782805958987	0.4102172075828183	True	0.13169974941283927	0.017002621396500838	0.01342836073341015	COMPUTED_NO_OUTLIER	COMPUTED	0.13881200032459448	0.12143672625228685	0.0990032739050952	0.32850310769888647	0.39264837629745375	17	15	15	MISSING_OUTCOME_VARIANTS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	0.010669578344105575	0.192987961081136	ret_rnfl_left__sys_sle_bentham2015
ret_rnfl_left	neuroretina	sys_sle_bentham2015	sys_sle_bentham2015_to_ret_rnfl_left	sys_sle_bentham2015	ret_rnfl_left	43	29	28	96.61952184324993	29.960511751951863	IVW_random_effects	-0.006906389182274405	0.0050018385376732555	-0.016709812572598206	0.002897034208049396	NA	0.16734965445951755	0.9821744431820366	0.16734965445951755	32.7222959097767	0.20638909716159515	-0.0019571809097990397	0.2892984802665456	True	0.0	0.9999980000009999	0.0007533350451184925	COMPUTED_NO_OUTLIER	COMPUTED	-0.007491096101404782	-0.005547840500763679	-0.006896070978906425	0.08053937134895461	0.19558548636688333	43	29	28	MISSING_OUTCOME_VARIANTS;INCOMPATIBLE_ALLELES_REMOVED	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.008208451313233134	-0.0049504603875842055	ret_rnfl_left__sys_sle_bentham2015
ret_rnfl_left	neuroretina	sys_ibd_delange2017	ret_rnfl_left_to_sys_ibd_delange2017	ret_rnfl_left	sys_ibd_delange2017	17	15	15	62.15014204048868	31.51634715346074	IVW_random_effects	0.052352868898187695	0.07935974954600362	-0.10318938203409403	0.2078951198304694	1.0537475116400266	0.5094524963467548	0.9821744431820366	0.5094524963467548	17.80934067979236	0.21560288666433503	0.0012838029119657368	0.7931693272966062	True	9.297397865916764e-50	0.016939884680085393	0.00165933120665721	COMPUTED_NO_OUTLIER	COMPUTED	-0.032111924185031476	-0.03261037272143641	0.05556876649671201	0.6367767382287726	0.631554530318787	17	15	15	MISSING_OUTCOME_VARIANTS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	0.006440416949499866	0.0816858434156223	ret_rnfl_left__sys_ibd_delange2017
ret_rnfl_left	neuroretina	sys_ibd_delange2017	sys_ibd_delange2017_to_ret_rnfl_left	sys_ibd_delange2017	ret_rnfl_left	117	101	90	70.31409626292229	29.86149172298345	IVW_random_effects	0.004288769868927952	0.006380459111497389	-0.00821670019443702	0.016794239932292926	NA	0.5014738143336399	0.9821744431820366	0.5014738143336399	90.47407896805632	0.43651544877558834	0.0007720595746159704	0.33421185120666896	NA	NA	NA	NA	COMPUTED_NO_OUTLIER	COMPUTED	0.004337452350698856	0.0028544283280010907	0.004367712807944977	0.4892591311210266	0.6490659236133783	117	101	90	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	0.0029138306467380386	0.006731240465835989	ret_rnfl_left__sys_ibd_delange2017
ret_gcipl_left	neuroretina	sys_cad_nikpay2015	ret_gcipl_left_to_sys_cad_nikpay2015	ret_gcipl_left	sys_cad_nikpay2015	34	31	30	64.53492425237394	30.402179611654322	IVW_random_effects	-0.05545218666978778	0.037510712323664056	-0.12897183185861005	0.018067458519034504	0.9460572567370703	0.13932677987107642	0.9821744431820366	0.13932677987107642	27.363985549531044	0.5520741825727349	0.0011166108391545155	0.6011593249956295	True	1.1720716342519738e-190	0.03513213942035184	0.0015755478370553238	COMPUTED_NO_OUTLIER	COMPUTED	-0.05148771450911914	-0.07937759041717429	-0.057722875602608185	0.16987249648349922	0.03433364666577659	34	31	30	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.06469536383906886	-0.03822966698305379	ret_gcipl_left__sys_cad_nikpay2015
ret_gcipl_left	neuroretina	sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_gcipl_left	sys_cad_nikpay2015	ret_gcipl_left	41	32	30	60.60758220316102	29.88157247129896	IVW_random_effects	-0.0132029801131301	0.019631186978784677	-0.05167939956531868	0.025273439339058484	NA	0.5012327998960036	0.9821744431820366	0.5012327998960036	45.94546631997098	0.02375947577643167	0.0018657040791614902	0.3498492009513142	True	0.0	0.09615666865992828	0.001136155862848542	COMPUTED_NO_OUTLIER	COMPUTED	-0.05070390492868155	-0.0491094612639536	-0.01790880803674117	0.00030338739624890496	0.0004673666148778363	41	32	30	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.022125988758419004	-0.007298999301040491	ret_gcipl_left__sys_cad_nikpay2015
ret_gcipl_left	neuroretina	sys_stroke_megastroke2018	ret_gcipl_left_to_sys_stroke_megastroke2018	ret_gcipl_left	sys_stroke_megastroke2018	34	30	29	64.53492425237394	30.402179611654322	IVW_random_effects	0.026104925992431714	0.039532994908249054	-0.051378320228739636	0.10358817221360306	1.0264486439659635	0.5090404031515623	0.9821744431820366	0.5090404031515623	23.00706566033949	0.7326866760709785	0.0015590402050294474	0.4738422556366879	True	2.586410478351852e-181	0.034420012526959594	0.0013338430332411402	COMPUTED_NO_OUTLIER	COMPUTED	-0.03029128095768914	-0.011096440087020154	0.029770812858802544	0.44354075100166723	0.7789496589447399	34	30	29	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	0.013186708642347134	0.041310486611554544	ret_gcipl_left__sys_stroke_megastroke2018
ret_gcipl_left	neuroretina	sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_gcipl_left	sys_stroke_megastroke2018	ret_gcipl_left	10	7	7	39.985710087874416	30.39364839319471	IVW_random_effects	0.0522076766015953	0.03995521677837247	-0.026103109278503074	0.1305184624816937	NA	0.19132996925943013	0.9821744431820366	0.19132996925943013	2.7248933407305613	0.8424982449095593	-0.018860995347830718	0.24848401677577114	True	1.0451272220319263e-85	0.012601395412303798	9.065819180504523e-05	COMPUTED_NO_OUTLIER	COMPUTED	0.07719891696750904	0.09821273959244081	0.3120009055006809	0.05334270887585739	0.013968575047205594	10	7	7	MISSING_OUTCOME_VARIANTS	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	0.04017806593824836	0.07081051204015955	ret_gcipl_left__sys_stroke_megastroke2018
ret_gcipl_left	neuroretina	sys_t2d_scott2017	ret_gcipl_left_to_sys_t2d_scott2017	ret_gcipl_left	sys_t2d_scott2017	34	31	30	64.53492425237394	30.402179611654322	IVW_random_effects	0.06275442217998556	0.050887720451050764	-0.036983677159413544	0.16249252151938465	1.0647653243743087	0.21750346194955572	0.9821744431820366	0.21750346194955572	31.779932189584535	0.32961556279922233	-0.001138281620436438	0.7129572936765323	True	9.966469214046764e-125	0.03513213942035184	0.00327820083251227	COMPUTED_NO_OUTLIER	COMPUTED	0.09194075291329988	0.06775781691421012	0.07013885284267579	0.05169267383244764	0.15159622342285997	34	31	30	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	0.04529203082339846	0.07542274159915999	ret_gcipl_left__sys_t2d_scott2017
ret_gcipl_left	neuroretina	sys_t2d_scott2017	sys_t2d_scott2017_to_ret_gcipl_left	sys_t2d_scott2017	ret_gcipl_left	40	33	28	61.27339099856256	29.160000000000004	IVW_random_effects	-0.009251352616887875	0.018946100645490054	-0.046385027529518424	0.027882322295742678	NA	0.6253384204121761	0.9821744431820366	0.6253384204121761	54.513801292986585	0.0013158269275453938	0.0014061607801336014	0.4856688421817582	NA	NA	NA	NA	COMPUTED_NO_OUTLIER	COMPUTED	-0.036079529411764705	-0.03376040076258885	-0.018462041823256375	0.002903194036287746	0.0053297364622315714	40	33	28	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.015617611879201214	-0.002497753776314127	ret_gcipl_left__sys_t2d_scott2017
ret_gcipl_left	neuroretina	sys_ckd_wuttke2019	ret_gcipl_left_to_sys_ckd_wuttke2019	ret_gcipl_left	sys_ckd_wuttke2019	34	31	30	64.53492425237394	30.402179611654322	IVW_random_effects	-0.036398984008972166	0.036377611193540486	-0.10769779179191069	0.03489982377396636	0.9642554942010978	0.3170262628979267	0.9821744431820366	0.3170262628979267	21.400273377169594	0.8441545588978244	0.0024836786290515908	0.1690557769974752	True	9.083253512066291e-201	0.03513213942035184	0.0011789905911062403	COMPUTED_NO_OUTLIER	COMPUTED	-0.03405028091481754	0.005714577658425091	-0.042724245426926745	0.3492613436531806	0.8751735131064196	34	31	30	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.048476392175640315	-0.01950201127886604	ret_gcipl_left__sys_ckd_wuttke2019
ret_gcipl_left	neuroretina	sys_ckd_wuttke2019	sys_ckd_wuttke2019_to_ret_gcipl_left	sys_ckd_wuttke2019	ret_gcipl_left	23	17	16	60.757203317463535	29.56640625000001	IVW_random_effects	0.005890577017461138	0.02747303228897911	-0.047955576815042436	0.05973673084996471	NA	0.8302249553231605	0.9821744431820366	0.8302249553231605	24.30637586572192	0.0600700112564968	0.0015336200559471285	0.5849054458568583	True	0.0	0.05036925291400002	0.0004842361864844246	COMPUTED_NO_OUTLIER	COMPUTED	0.014059722843093429	0.03589218766838792	0.013165291165525145	0.47772780274202953	0.06992175771569092	23	17	16	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.0035851298035174625	0.02058667025283399	ret_gcipl_left__sys_ckd_wuttke2019
ret_gcipl_left	neuroretina	sys_ad_kunkle2019	ret_gcipl_left_to_sys_ad_kunkle2019	ret_gcipl_left	sys_ad_kunkle2019	34	31	30	64.53492425237394	30.402179611654322	IVW_random_effects	0.09461784287804682	0.06107081641645379	-0.025078757804656793	0.21431444356075044	1.0992386929519948	0.12130636602054241	0.9821744431820366	0.12130636602054241	32.50492492204309	0.29815327173074135	-0.0001774209043088619	0.9597188458818535	True	6.411286230459844e-94	0.03513213942035184	0.0041377485387372355	COMPUTED_NO_OUTLIER	COMPUTED	0.07280007280007281	0.03341935607170021	0.09348363792101842	0.19310755309245287	0.5502169173615337	34	31	30	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	0.06780634597959267	0.12047453132418699	ret_gcipl_left__sys_ad_kunkle2019
ret_gcipl_left	neuroretina	sys_ad_kunkle2019	sys_ad_kunkle2019_to_ret_gcipl_left	sys_ad_kunkle2019	ret_gcipl_left	19	18	18	194.99015118294395	30.46466520492495	IVW_random_effects	0.002540360565599808	0.010700335875219947	-0.01843191237231259	0.023512633503512206	NA	0.8123391802135681	0.9821744431820366	0.8123391802135681	18.73696089439944	0.34383762956716146	-0.0009354931819504026	0.6394066481852883	True	0.0	0.3346634975276982	0.0004024580443191448	COMPUTED_NO_OUTLIER	COMPUTED	-0.006597990262094686	-0.00626266597533201	-0.0010066561657197874	0.3839245828551374	0.40855587612780375	19	18	18	MISSING_OUTCOME_VARIANTS	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.0034044345928874063	0.009671760276323205	ret_gcipl_left__sys_ad_kunkle2019
ret_gcipl_left	neuroretina	sys_pd_nalls2019_clinical	ret_gcipl_left_to_sys_pd_nalls2019_clinical	ret_gcipl_left	sys_pd_nalls2019_clinical	34	27	26	64.53492425237394	30.402179611654322	IVW_random_effects	0.06700501438037836	0.1153117105163671	-0.15900178522740355	0.29301181398816023	1.0693008400423079	0.5611883746292661	0.9821744431820366	0.5611883746292661	35.470749024448196	0.08002294657454057	0.009279022672445857	0.17353359332864682	True	3.639484465944925e-19	0.031914080031429974	0.012780574013105141	COMPUTED_NO_OUTLIER	COMPUTED	-0.11567726044336302	-0.09786149777871822	-0.01353146127237965	0.18598822607976073	0.2632030551830299	34	27	26	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	0.00712874230762463	0.11053066938565853	ret_gcipl_left__sys_pd_nalls2019_clinical
ret_gcipl_left	neuroretina	sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_gcipl_left	sys_pd_nalls2019_clinical	ret_gcipl_left	15	10	9	50.47042387505873	30.052886259040108	IVW_random_effects	0.0004924653461969838	0.029631709911707948	-0.05758461888108754	0.05856954957348151	NA	0.9867401371744279	0.9911649808388873	0.9867401371744279	32.14696176004842	8.766178471020236e-05	-0.0011490294415534817	0.8520898612813008	True	0.0	0.11594172021101959	0.0008079541589438149	COMPUTED_NO_OUTLIER	COMPUTED	0.026905239005736135	0.010654362582975085	-0.003828453345072556	0.05595007298349636	0.4491001458713819	15	10	9	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.02003595214888324	0.021269867977668347	ret_gcipl_left__sys_pd_nalls2019_clinical
ret_gcipl_left	neuroretina	sys_sle_bentham2015	ret_gcipl_left_to_sys_sle_bentham2015	ret_gcipl_left	sys_sle_bentham2015	34	28	27	64.53492425237394	30.402179611654322	IVW_random_effects	0.23965987180810747	0.1628372579759263	-0.07949528916595697	0.5588150327821719	1.2708168361717438	0.14108153651481545	0.9821744431820366	0.14108153651481545	46.9918828665093	0.007050842621939002	0.001411126386476109	0.8896875537586039	True	0.41966212679419046	0.03136740253439388	0.02871689002187399	COMPUTED_NO_OUTLIER	COMPUTED	0.060281653499055475	0.08859095913603854	0.2108806900065418	0.58142785327885	0.4178250082647006	34	28	27	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	0.13119345294528675	0.28544383113585375	ret_gcipl_left__sys_sle_bentham2015
